CFV COINFUND  —  SAM MASTER LIST  |  270-Day Battle Plan (Data Quality Resolved),,,,,,,,,,,,,
"2,144 firms   |   P1: 410   |   P2: 1,339   |   P3: 395   |   Phones: all resolved   |   Est. capital at 20% conversion: $5.97B",,,,,,,,,,,,,
Rank,Priority,Firm Name,City,State,Zip,Phone,AUM,AUM Tier,Est. Commit,Territory,Status,Notes,Address
1370,P2,BRIO CAPITAL MANAGEMENT LLC,ROCKVILLE CENTRE,NY,11570,(516) 536-0500,"$45,121,103",Under $50M,"$1,353,633",Associate 2,,,"100 MERRICK RD, SUITE 401W"
1371,P2,BLUESTEIN VENTURES MANAGEMENT LLC,CHICAGO,IL,60654,(305) 978-7732,"$45,000,000",Under $50M,"$1,350,000",Associate 2,,,"415 N LASALLE DRIVE, SUITE 700A"
1372,P2,KARANA CAPITAL MANAGEMENT LLC,NEW YORK,NY,10017,(718) 213-7053,"$45,000,000",Under $50M,"$1,350,000",Associate 2,,,"295 MADISON AVE, 12TH FLOOR"
1373,P2,500 KIMCHI MANAGEMENT COMPANY LLC,PLEASANT HILL,CA,94523,VERIFY - POSSIBLY DORMANT,"$44,851,761",Under $50M,"$1,345,553",Associate 2,,,3478 BUSKIRK AVENUE
1374,P2,AURUM PARTNERS LLC,SANTA CLARA,CA,95054,(408) 562-4949,"$44,842,787",Under $50M,"$1,345,284",Associate 2,,,4949 MARIE P DEBARTOLO WAY
1375,P2,KINGSBROOK PARTNERS LP,NEW YORK,NY,10022,(212) 600-8240,"$44,674,777",Under $50M,"$1,340,243",Associate 2,,,689 FIFTH AVENUE
1376,P2,"COLLECTIVE ASSET MANAGEMENT, LLC",BRONXVILLE,NY,10708,(888) 977-5228,"$44,607,518",Under $50M,"$1,338,226",Associate 2,,,66 PALMER AVENUE
1377,P2,SPRINGVIEW CAPITAL MANAGEMENT LP,SCARSDALE,NY,10583,(914) 705-4541,"$44,600,000",Under $50M,"$1,338,000",Associate 2,,,"2 OVERHILL ROAD, SUITE 400"
1378,P2,"VESSEL CAPITAL ADVISORS, LLC",STATEN ISLAND,NY,10314,(212) 558-6500,"$44,421,773",Under $50M,"$1,332,653",Associate 2,,,2535 VICTORY BOULEVARD
1379,P2,ARMADA VENTURE PARTNERS LLC,DENVER,CO,80202,(303) 917-9827,"$44,390,809",Under $50M,"$1,331,724",Associate 2,,,1550 LARIMER STREET
1380,P2,VOLT CAPITAL,NEW YORK,NY,10013,(702) 708-0599,"$44,318,194",Under $50M,"$1,329,546",Associate 2,,,333 HUDSON STREET
1381,P2,SGA CAPITAL LLC,NEW YORK,NY,10012,(917) 582-9010,"$44,284,719",Under $50M,"$1,328,542",Associate 2,,,"0 BOND ST, FL 4"
1382,P2,UNCOMMON DENOMINATOR MANAGEMENT LLC,NEW YORK,NY,10019,(646) 968-0050,"$44,119,270",Under $50M,"$1,323,578",Associate 2,,,3 COLUMBUS CIRCLE
1383,P2,"EL CAMINO GLOBAL CAPITAL, LLC",MOUNTAIN VIEW,CA,94040,(408) 637-1065,"$44,061,329",Under $50M,"$1,321,840",Associate 2,,,800 W. EL CAMINO REAL
1384,P2,BENCHSTRENGTH,NEW YORK,NY,10001,(908) 256-3174,"$44,050,000",Under $50M,"$1,321,500",Associate 2,,,220 FIFTH AVENUE
1385,P2,EDGE PARTNERS CAPITAL LLC,WESTPORT,CT,6880,(212) 944-1971,"$43,846,972",Under $50M,"$1,315,409",Associate 2,,,274 RIVERSIDE AVE
1386,P2,EXBORDER PARTNERS LLC,NEW YORK,NY,10014,(646) 551-3200,"$43,774,052",Under $50M,"$1,313,222",Associate 2,,,414 WEST 14TH ST
1387,P2,"EDITED CAPITAL MANAGEMENT, LLC",DENVER,CO,80205,(720) 326-6938,"$43,619,018",Under $50M,"$1,308,571",Associate 2,,,3000 LAWRENCE ST
1388,P2,"RM MANAGER, LLC",LOS ANGELES,CA,90067,(310) 907-7129,"$43,514,066",Under $50M,"$1,305,422",Associate 2,,,10250 CONSTELLATION BLVD
1389,P2,"GREAT ELM, LLC",NEW YORK,NY,10017,(978) 500-3825,"$43,324,962",Under $50M,"$1,299,749",Associate 2,,,6 EAST 43RD STREET
1390,P2,THE GATE ADVISOR,NEW YORK,NY,10105,(212) 984-3805,"$43,250,000",Under $50M,"$1,297,500",Associate 2,,,1345 AVENUE OF THE AMERICAS
1391,P2,"ENVISIONX CAPITAL MANAGEMENT, LLC",PALO ALTO,CA,94303,(408) 205-3191,"$42,990,858",Under $50M,"$1,289,726",Associate 2,,,2100 GENG ROAD
1392,P2,"TEMPEST CAPITAL MANAGEMENT, LLC",SANTA MONICA,CA,90404,(323) 489-5903,"$42,918,933",Under $50M,"$1,287,568",Associate 2,,,"2450 COLORADO AVENUE, SUITE 100E"
1393,P2,WILSHIRE LANE CAPITAL,LOS ANGELES,CA,90025,(678) 492-8567,"$42,879,811",Under $50M,"$1,286,394",Associate 2,,,12121 WILSHIRE BLVD
1394,P2,TMC ASSOCIATES LLC,NEW YORK,NY,10022,(212) 410-9200,"$42,850,700",Under $50M,"$1,285,521",Associate 2,,,590 MADISON AVE
1395,P2,ATLAS PEAK CAPITAL,SAN FRANCISCO,CA,94109,(415) 967-0485,"$42,757,955",Under $50M,"$1,282,739",Associate 2,,,1388 SUTTER ST
1396,P2,MARCH PARTNERS LLC,DAVIS,CA,95616,(530) 298-0565,"$42,726,966",Under $50M,"$1,281,809",Associate 2,,,221 1ST STREET
1397,P2,ANAGRAM CAPITAL,CHICAGO,IL,60611,(646) 584-3507,"$42,704,893",Under $50M,"$1,281,147",Associate 2,,,900 NORTH MICHIGAN
1398,P2,ASCEND ADVISOR SERVICES LLC,NEW YORK,NY,10022,(917) 991-8911,"$42,600,000",Under $50M,"$1,278,000",Associate 2,,,C/O ASCENDAMERICA
1399,P2,YLR MANAGEMENT LLC,NEW YORK,NY,10019,(646) 584-5806,"$42,576,195",Under $50M,"$1,277,286",Associate 2,,,3 COLUMBUS CIRCLE
1400,P2,"JCM FUND MANAGER, LLC",PLYMOUTH,MA,2360,(508) 747-2237,"$42,500,000",Under $50M,"$1,275,000",Associate 2,,,50 RESNIK ROAD
1401,P2,"BASE VENTURE MANAGEMENT, INC.",BERKELEY,CA,94705,(510) 697-8944,"$42,427,343",Under $50M,"$1,272,820",Associate 2,,,"3030 ASHBY AVE, SUITE 100"
1402,P2,"SNAK VENTURE PARTNERS MANAGEMENT, LLC",CHICAGO,IL,60607,(734) 945-7809,"$42,391,200",Under $50M,"$1,271,736",Associate 2,,,1229 W MADISON ST
1403,P2,"VONWIN ASSET MANAGEMENT, LLC",NEW YORK,NY,10018-2682,(212) 889-1354,"$42,300,000",Under $50M,"$1,269,000",Associate 2,,,80 WEST 40TH STREET
1404,P2,ENLIGHTENED ACCESS LLC,NEW YORK,NY,10014,(212) 504-2060,"$42,259,551",Under $50M,"$1,267,787",Associate 2,,,411 WEST 14TH STREET  4TH FLOOR
1405,P2,"STARSHOT CAPITAL, LLC",LOS ANGELES,CA,90049,(857) 998-0482,"$42,232,378",Under $50M,"$1,266,971",Associate 2,,,523 S WESTGATE AVE
1406,P2,BAR POINT MANAGEMENT LIMITED PARTNERSHIP,BOSTON,MA,2116,(617) 466-7749,"$42,176,000",Under $50M,"$1,265,280",Associate 2,,,38 NEWBURY ST.
1407,P2,PATTERN VENTURES LLC,LOS ANGELES,CA,90024,(747) 210-0190,"$42,095,821",Under $50M,"$1,262,875",Associate 2,,,10960 WILSHIRE BLVD.
1408,P2,"GV INVESTMENT MANAGERS, LLC",STAMFORD,CT,6905,(203) 962-4076,"$42,000,000",Under $50M,"$1,260,000",Associate 2,,,1200 HIGH RIDGE ROAD
1409,P2,"CANNON CAPITAL, LP",FRAMINGHAM,MA,1701,(774) 777-5274,"$42,000,000",Under $50M,"$1,260,000",Associate 2,,,161 WORCESTER ROAD
1410,P2,"HBSE MANAGEMENT, LLC",NEW YORK,NY,10012,(212) 651-1761,"$42,000,000",Under $50M,"$1,260,000",Associate 2,,,270 LAFAYETTE ST
1411,P2,"SP CAPITAL PARTNERS, LLC",NEW YORK,NY,10022,(212) 751-8690,"$41,843,770",Under $50M,"$1,255,313",Associate 2,,,600 LEXINGTON AVENUE
1412,P2,"CULTIVIAN SANDBOX VENTURE MANAGEMENT, LLC",CHICAGO,IL,60607,(312) 243-4100,"$41,693,350",Under $50M,"$1,250,801",Associate 2,,,333 N. GREEN STREET
1413,P2,"PEAR TREE PARTNERS, LP",LINCOLN,MA,1773,(781) 259-0249,"$41,651,634",Under $50M,"$1,249,549",Associate 2,,,55 OLD BEDFORD ROAD
1414,P2,"LINK SIGNIS MANAGEMENT, LLC",CAMBRIDGE,MA,2139,(617) 245-0223,"$41,609,562",Under $50M,"$1,248,287",Associate 2,,,ONE KENDALL SQUARE
1415,P2,"VETAMER CAPITAL MANAGEMENT, L.P.",MENLO PARK,CA,94025,(415) 888-5130,"$41,568,200",Under $50M,"$1,247,046",Associate 2,,,1300 EL CAMINO REAL
1416,P2,"MASTER FUND MANAGEMENT, LLC",CORONA DEL MAR,CA,92625,(949) 945-3462,"$41,500,000",Under $50M,"$1,245,000",Associate 2,,,210 HAZEL DRIVE
1417,P2,SERVICE PROVIDER CAPITAL,VAIL,CO,81657,(415) 465-4295,"$41,451,897",Under $50M,"$1,243,557",Associate 2,,,2121 N FRONTAGE RD W
1418,P2,"CHAMBERS STREET CAPITAL MANAGEMENT, LLC",NEW YORK,NY,10016,(212) 729-3120,"$41,381,198",Under $50M,"$1,241,436",Associate 2,,,169 MADISON AVE
1419,P2,"HYDE PARK ANGELS, INC.",DARIEN,IL,60561,(630) 963-3323,"$41,121,913",Under $50M,"$1,233,657",Associate 2,,,8328 LEMONT ROAD
1420,P2,JUXTA CAPITAL MANAGEMENT LLC,NEW YORK,NY,10018,(646) 522-2524,"$41,100,000",Under $50M,"$1,233,000",Associate 2,,,"1411 BROADWAY, 16TH FLOOR"
1421,P2,TST INVESTMENTS,BOSTON,MA,2110,(860) 306-0571,"$41,056,289",Under $50M,"$1,231,689",Associate 2,,,1 LINCOLN ST-29E
1422,P2,"AIRDRIE PARTNERS, LLC",NEW YORK,NY,10036,(212) 849-8245,"$40,731,465",Under $50M,"$1,221,944",Associate 2,,,1460 BROADWAY
1423,P2,INFLECTION MANAGING PARTNER INC.,ASHLAND,MA,1721,(617) 645-8450,"$40,700,000",Under $50M,"$1,221,000",Associate 2,,,15 MAGNOLIA POINT
1424,P2,GREAT OAKS MANAGEMENT COMPANY LLC,NEW YORK,NY,10065,(212) 821-1800,"$40,674,855",Under $50M,"$1,220,246",Associate 2,,,667 MADISON AVENUE
1425,P2,AXIAL PARTNERS,SAN FRANCISCO,CA,94111,(415) 517-0978,"$40,645,990",Under $50M,"$1,219,380",Associate 2,,,1 EMBARCADERO CENTER
1426,P2,RUBICON ASSET MANAGEMENT LLC,NEW YORK,NY,10105,(646) 216-9960,"$40,542,652",Under $50M,"$1,216,280",Associate 2,,,1345 AVENUE OF THE AMERICAS
1427,P2,"PACIFIC COMMUNITY MANAGEMENT, INC.",SAN FRANCISCO,CA,94111,(415) 442-4314,"$40,500,000",Under $50M,"$1,215,000",Associate 2,,,4 EMBARCADERO CENTER
1428,P2,EXCELL TECHNOLOGY VENTURES,ROCHESTER,NY,14618-4617,(585) 204-0373,"$40,500,000",Under $50M,"$1,215,000",Associate 2,,,3300 MONROE AVE
1429,P2,AUCTUS FUND MANGEMENT LLC,BOSTON,MA,2116,(617) 209-6232,"$40,391,621",Under $50M,"$1,211,749",Associate 2,,,535 BOYLSTON ST
1430,P2,"LAWSHARES, LLC",NEW YORK,NY,10004,(332) 213-0581,"$40,382,724",Under $50M,"$1,211,482",Associate 2,,,33 WHITEHALL STREET
1431,P2,"PLAY TIME SPORTS-TECH HOLDCO, LLC",SAN FRANCISCO,CA,94107,(415) 484-2007,"$40,379,681",Under $50M,"$1,211,390",Associate 3,,,1660 17TH STREET
1432,P2,WORKING CAPITAL,REDWOOD CITY,CA,94603,(831) 818-7374,"$40,306,651",Under $50M,"$1,209,200",Associate 3,,,1991 BROADWAY
1433,P2,EX/ANTE LLC,BROOKLYN,NY,11201,(646) 470-3168,"$40,202,925",Under $50M,"$1,206,088",Associate 3,,,165 COURT ST. #116
1434,P2,"ARRIVE OPPORTUNITIES MANAGEMENT, LLC",NEW YORK,NY,10001,(212) 847-0161,"$40,187,482",Under $50M,"$1,205,624",Associate 3,,,540 W 26TH ST.
1435,P2,KEY INVESTMENT PARTNERS LLC,DENVER,CO,80202,(513) 518-9583,"$40,119,980",Under $50M,"$1,203,599",Associate 3,,,1550 LARIMER STREET
1436,P2,RECHARGE THEMATIC VENTURES MANAGEMENT LLC,NEW YORK,NY,10022,(703) 795-7451,"$40,115,208",Under $50M,"$1,203,456",Associate 3,,,10 E 53RD STREET
1437,P2,ALMA GLOBAL INFRASTRUCTURE LLC,NEW YORK,NY,10007,(212) 220-7408,"$40,000,000",Under $50M,"$1,200,000",Associate 3,,,"ONE WORLD TRADE CENTER, SUITE 8500"
1438,P2,KHANER CAPITAL LP,NEW YORK,NY,10017,(212) 593-6263,"$40,000,000",Under $50M,"$1,200,000",Associate 3,,,767 THIRD AVENUE
1439,P2,"SPRIG EQUITY MANAGEMENT, LLC",WILMETTE,IL,60091,(224) 223-5242,"$39,932,249",Under $50M,"$1,197,967",Associate 3,,,1136 CHESTNUT AVE
1440,P2,"WINTER CAPITAL, LLC",NEW YORK,NY,10016,(646) 453-7164,"$39,814,632",Under $50M,"$1,194,439",Associate 3,,,"135 MADISON AVE., S. 5TH FLOOR"
1441,P2,THE COMMUNITY DEVELOPMENT VENTURE CAPITAL ALLIANCE,NEW YORK,NY,10115-0052,(212) 594-6747,"$39,766,973",Under $50M,"$1,193,009",Associate 3,,,475 RIVERSIDE DRIVE
1442,P2,SOLERA CAPITAL,NEW YORK,NY,10038,(212) 833-1440,"$39,622,292",Under $50M,"$1,188,669",Associate 3,,,180 MAIDEN LANE
1443,P2,SPENCER VENTURES MANAGEMENT LLC,NEW YORK,NY,10013,(347) 213-9778,"$39,572,726",Under $50M,"$1,187,182",Associate 3,,,447 BROADWAY
1444,P2,MENAI ASSET MANAGEMENT LLC,NEW YORK,NY,10022,(212) 540-5600,"$39,395,223",Under $50M,"$1,181,857",Associate 3,,,10 E. 53RD ST
1445,P2,AURORA MANAGEMENT LLC,NEW YORK,NY,10001,(646) 397-7790,"$39,380,339",Under $50M,"$1,181,410",Associate 3,,,"1250 BROADWAY, 36TH FLOOR"
1446,P2,MENTA CAPITAL LLC,SOUTH SAN FRANCISCO,CA,94080,(415) 306-4655,"$39,239,112",Under $50M,"$1,177,173",Associate 3,,,611 GATEWAY BLVD
1447,P2,YU STAR FUND I GP,PALO ALTO,CA,94306,(650) 336-3168,"$39,200,000",Under $50M,"$1,176,000",Associate 3,,,3464 COWPER CT.
1448,P2,GREEN ROCK ENERGY PARTNERS LLC,STAMFORD,CT,6902,(203) 807-3965,"$39,125,285",Under $50M,"$1,173,759",Associate 3,,,1 DOCK STREET
1449,P2,BIGR VENTURES GP LLC,BOULDER,CO,80302,(303) 495-0991,"$39,108,364",Under $50M,"$1,173,251",Associate 3,,,1871 FOLSOM ST
1450,P2,"AQT CAPITAL MANAGEMENT, LLC",SAN RAFAEL,CA,94903,(415) 289-9604,"$39,079,999",Under $50M,"$1,172,400",Associate 3,,,101 LUCAS VALLEY RD.
1451,P2,TRAILHEAD CAPITAL,DENVER,CO,80206,(303) 543-0726,"$39,029,118",Under $50M,"$1,170,874",Associate 3,,,100 GARFIELD ST
1452,P2,BREYTA CAPITAL PARTNERS,BROOKLYN,NY,11205,(414) 426-8267,"$38,997,550",Under $50M,"$1,169,927",Associate 3,,,1 DOCK 72 WAY
1453,P2,"RITUAL CAPITAL MANAGEMENT COMPANY, LLC",MENLO PARK,CA,94025,(206) 915-8212,"$38,973,152",Under $50M,"$1,169,195",Associate 3,,,700 EL CAMINO REAL
1454,P2,"KAIROS INVESTMENT ADVISORS, LLC",NEW YORK,NY,10025,(917) 545-2946,"$38,500,000",Under $50M,"$1,155,000",Associate 3,,,101 W 104TH
1455,P2,LB EQUITY,NEW YORK,NY,10001,(617) 448-5345,"$38,500,000",Under $50M,"$1,155,000",Associate 3,,,125 WEST 31ST STREET
1456,P2,"MBC FII MANAGEMENT, LLC",SAN FRANCISCO,CA,94107,(415) 205-4825,"$38,320,835",Under $50M,"$1,149,625",Associate 3,,,953 INDIANA STREET
1457,P2,"AMBOY STREET VENTURES, LLC",VENICE,CA,90291,(908) 625-4596,"$38,310,196",Under $50M,"$1,149,306",Associate 3,,,73 MARKET ST
1458,P2,RATIONALWAVE ASSOCIATES CORP.,SCARSDALE,NY,10583-3629,(914) 584-5400,"$38,083,759",Under $50M,"$1,142,513",Associate 3,,,108 ARDSLEY ROAD
1459,P2,NOMI CAPITAL LLC,NEW YORK,NY,10022,(203) 858-0775,"$37,960,003",Under $50M,"$1,138,800",Associate 3,,,560 LEXINGTON AVENUE
1460,P2,KYMATIC ADVISORS LLC,BOSTON,MA,2114,(224) 578-4425,"$37,946,650",Under $50M,"$1,138,400",Associate 3,,,100 CAMBRIDGE STREET
1461,P2,"3LINES, LLC",GREENWOOD VILLAGE,CO,80111,(720) 280-2571,"$37,901,875",Under $50M,"$1,137,056",Associate 3,,,6295 GREENWOOD PLAZA BLVD
1462,P2,"STONEHEDGE CAPITAL MANAGEMENT, LLC",NEW YORK,NY,10036,(212) 658-1898,"$37,830,219",Under $50M,"$1,134,907",Associate 3,,,1120 AVENUE OF THE AMERICAS
1463,P2,EV3 VENTURES LLC,NEW YORK,NY,10022,(484) 894-6273,"$37,822,225",Under $50M,"$1,134,667",Associate 3,,,501 MADISON AVENUE
1464,P2,BASKIR CAPITAL MANAGEMENT LLC,NEW YORK,NY,10023,(212) 664-7971,"$37,804,818",Under $50M,"$1,134,145",Associate 3,,,80 COLUMBUS CIRCLE
1465,P2,"GCI PARTNERS, LLC",NEW YORK,NY,10019,(646) 837-8820,"$37,800,000",Under $50M,"$1,134,000",Associate 3,,,"1350 AVENUE OF THE AMERICAS, 3RD FLOOR"
1466,P2,"EMERGING VARIANT CAPITAL MANAGEMENT, LP",NEW YORK,NY,10022,(646) 757-9517,"$37,599,857",Under $50M,"$1,127,996",Associate 3,,,320 PARK AVENUE
1467,P2,DA CAPITAL LLC,NEW YORK,NY,10022,(212) 328-7900,"$37,537,232",Under $50M,"$1,126,117",Associate 3,,,"70 EAST 55 ST, FL 24"
1468,P2,MARATHON RESOURCE ADVISORS LLC,SAN FRANCISCO,CA,94114,(415) 793-3990,"$37,506,016",Under $50M,"$1,125,180",Associate 3,,,584 CASTRO ST
1469,P2,"MOXXIE VENTURES MANAGEMENT, LLC",BOULDER,CO,80302,(650) 485-1017,"$37,469,997",Under $50M,"$1,124,100",Associate 3,,,2525 ARAPAHOE AVE
1470,P2,ENDURANCE28 VC LLC,SAN FRANCISCO,CA,94129,(415) 663-5749,"$37,211,685",Under $50M,"$1,116,351",Associate 3,,,39 MESA STREET
1471,P2,"VALKYRIE FUND MANAGEMENT, LLC",DENVER,CO,80202,(720) 580-8080,"$37,204,143",Under $50M,"$1,116,124",Associate 3,,,1600 STOUT STREET
1472,P2,"ACCELFOODS PARTNERS, LLC",GREENWICH,CT,6830,(646) 893-4569,"$37,117,766",Under $50M,"$1,113,533",Associate 3,,,ONE LAFAYETTE PLACE
1473,P2,"SEVEN STARS VENTURES MANAGEMENT, LLC",SAN FRANCISCO,CA,94158,(415) 340-0373,"$37,044,040",Under $50M,"$1,111,321",Associate 3,,,1225 4TH STREET #607
1474,P2,LSOF MANAGER LLC,WHITE PLAINS,NY,10601,(917) 880-8113,"$36,990,000",Under $50M,"$1,109,700",Associate 3,,,5 RENAISSANCE SQUARE
1475,P2,OLDSLIP MANAGEMENT LLC,NEW YORK,NY,10004,(212) 412-9111,"$36,828,989",Under $50M,"$1,104,870",Associate 3,,,1 STATE ST PLAZA
1476,P2,"SIROCCO PARTNERS, LLC",NEWPORT BEACH,CA,92660,(949) 340-0500,"$36,805,078",Under $50M,"$1,104,152",Associate 3,,,500 NEWPORT CENTER DRIVE
1477,P2,"ACCRETIVE, LLC",NEW YORK,NY,10022,(646) 282-3131,"$36,640,432",Under $50M,"$1,099,213",Associate 3,,,18 EAST 50TH STREET
1478,P2,AETOS CAPITAL MANAGEMENT LP,NEW YORK,NY,10022,(646) 887-2503,"$36,592,936",Under $50M,"$1,097,788",Associate 3,,,875 THIRD AVENUE
1479,P2,HIGHMORE GROUP,NEW YORK,NY,10022,(203) 508-0960,"$36,544,308",Under $50M,"$1,096,329",Associate 3,,,641 LEXINGTON AVENUE
1480,P2,"TOP HAT FUND MANAGER, LLC",CHICAGO,IL,60606,(312) 580-8339,"$36,520,000",Under $50M,"$1,095,600",Associate 3,,,"110 NORTH WACKER DRIVE,"
1481,P2,"EARTH FOUNDRY MANAGEMENT, LP",CHICAGO,IL,60640,(773) 991-8823,"$36,477,674",Under $50M,"$1,094,330",Associate 3,,,4809 N. RAVENSWOOD AVE
1482,P2,AVENTE CAPITAL MANAGEMENT LLC,NEW YORK,NY,10014,(646) 499-5994,"$36,455,681",Under $50M,"$1,093,670",Associate 3,,,60 CHARLTON ST
1483,P2,MAYCOMB CAPITAL,BROOKLYN,NY,11201,(347) 378-0442,"$36,451,607",Under $50M,"$1,093,548",Associate 3,,,235 DUFFIELD ST
1484,P2,AVANT BIO LLC,NEW YORK,NY,10119,(201) 562-7927,"$36,448,490",Under $50M,"$1,093,455",Associate 3,,,"250 W 34TH STREET, PENN 1"
1485,P2,PRSPCTV CAPITAL LLC,PITTSFORD,NY,14534,(585) 226-1066,"$36,349,411",Under $50M,"$1,090,482",Associate 3,,,"POWDER MILL OFFICE PARK, 1151 PITTSFORD-VICTOR RD."
1486,P2,"VELA CAPITAL MANAGEMENT, LLC",CHICAGO,IL,60606,(312) 377-3779,"$36,324,280",Under $50M,"$1,089,728",Associate 3,,,230 WEST MONROE STREET
1487,P2,"NEOTENY MANAGEMENT, LLC",WELLESLEY,MA,2481,(781) 237-5555,"$36,056,213",Under $50M,"$1,081,686",Associate 3,,,15 WALNUT STREET
1488,P2,"BACCHUS CAPITAL MANAGEMENT, LLC",NY,NY,10022,(212) 486-3600,"$36,000,000",Under $50M,"$1,080,000",Associate 3,,,950 THIRD AVENUE
1489,P2,"PHARSALUS CAPITAL MANAGEMENT, LLC",NEW YORK,NY,10005-2123,(917) 419-4745,"$36,000,000",Under $50M,"$1,080,000",Associate 3,,,14 WALL STREET
1490,P2,SCP MANAGEMENT LLC,BUFFALO,NY,14203,(716) 845-7530,"$35,955,914",Under $50M,"$1,078,677",Associate 3,,,1 SENECA TOWER
1491,P2,IASO VENTURES MANAGEMENT FIRM LLC,CAMBRIDGE,MA,2142,(857) 334-3707,"$35,887,911",Under $50M,"$1,076,637",Associate 3,,,245 MAIN STREET
1492,P2,INTERSTELLAR CAPITAL ADVISORS LLC,CHICAGO,IL,60616,(312) 493-3083,"$35,808,894",Under $50M,"$1,074,267",Associate 3,,,1925 S LEE PKWY
1493,P2,FRONTIER,LOS ANGELES,CA,90067,(213) 999-9543,"$35,805,784",Under $50M,"$1,074,174",Associate 3,,,10250 CONSTELLATION BLVD.
1494,P2,UNION LABS,SAN MATEO,CA,94402,(650) 372-5320,"$35,695,446",Under $50M,"$1,070,863",Associate 3,,,400 CONCAR DRIVE
1495,P2,JEFFERIES CAPITAL PARTNERS LLC,NEW YORK,NY,10022,(212) 284-1700,"$35,623,000",Under $50M,"$1,068,690",Associate 3,,,520 MADISON AVENUE
1496,P2,CATCH POINT RIGHTS PARTNERS LP,BOSTON,MA,02111-1929,(212) 971-9760,"$35,457,241",Under $50M,"$1,063,717",Associate 3,,,68 HARRISON AVE
1497,P2,"FIRST CLOSE PARTNERS MANAGEMENT, LLC",NEW YORK,NY,10010,(646) 355-8532,"$35,452,660",Under $50M,"$1,063,580",Associate 3,,,43 WEST 23RD STREET
1498,P2,YK BIOVENTURES,BURLINGAME,CA,94010,(650) 204-1258,"$35,377,000",Under $50M,"$1,061,310",Associate 3,,,398 PRIMROSE RD
1499,P2,"WATERVILLE INVESTMENT PARTNERS, LLC",NEEDHAM,MA,2492,(860) 690-7806,"$35,200,000",Under $50M,"$1,056,000",Associate 3,,,60 DEDHAM AVE
1500,P2,"STRANDVIEW CAPITAL, LLC",EL SEGUNDO,CA,90245,(310) 995-8062,"$35,161,600",Under $50M,"$1,054,848",Associate 3,,,2121 ROSECRANS AVE.
1501,P2,KINYAN CAPITAL MANAGEMENT LLC,NEW YORK,NY,10022,(516) 459-8544,"$35,146,433",Under $50M,"$1,054,393",Associate 3,,,590 MADISON AVENUE
1502,P2,LTA ADVISORS LLC,NEW YORK,NY,10027,(401) 575-0298,"$35,032,604",Under $50M,"$1,050,978",Associate 3,,,8 WEST 126TH STREET
1503,P2,"CHARTER OAK EQUITY MANAGEMENT, LLC",WESTPORT,CT,6880,(203) 221-4752,"$35,031,210",Under $50M,"$1,050,936",Associate 3,,,274 RIVERSIDE DR
1504,P2,CHAPFORD CAPITAL GROUP,STAMFORD,CT,6901,(203) 914-1670,"$35,002,732",Under $50M,"$1,050,082",Associate 3,,,300 ATLANTIC STREET
1505,P2,MXI2 CAPITAL PARTNERS LLC,GREENWICH,CT,6830,(617) 949-6515,"$35,002,506",Under $50M,"$1,050,075",Associate 3,,,151 RAIL ROAD AVENUE
1506,P2,GUILD GARAGE GROUP LLC,NEW YORK,NY,10022,(781) 572-6879,"$35,000,000",Under $50M,"$1,050,000",Associate 3,,,450 PARK AVENUE
1507,P2,DENVER ANGELS,DENVER,CO,80202,(217) 622-5177,"$34,977,321",Under $50M,"$1,049,320",Associate 3,,,1962 BLAKE STREET
1508,P2,IMPELLENT VENTURES,ROCHESTER,NY,14604,(585) 737-6907,"$34,947,002",Under $50M,"$1,048,410",Associate 3,,,260 E MAIN ST.
1509,P2,SPRINGBOARD GROWTH CAPITAL LLC,NEW YORK,NY,10001,(917) 971-8129,"$34,921,624",Under $50M,"$1,047,649",Associate 3,,,INDUSTRIOUS HUDSON YARDS
1510,P2,"KSI ADVISORS, LLC",CAMBRIDGE,MA,2138,(617) 374-3707,"$34,892,225",Under $50M,"$1,046,767",Associate 3,,,6 UNIVERSITY RD
1511,P2,"AIMTOP ADVISORS, LLC",CUPERTINO,CA,95014,(408) 242-3748,"$34,865,313",Under $50M,"$1,045,959",Associate 3,,,10080 N. WOLFE RD
1512,P2,"FAR VIEW CAPITAL MANAGEMENT, LLC",ASPEN,CO,81611,(646) 838-4401,"$34,804,359",Under $50M,"$1,044,131",Associate 3,,,520 E. COOPER AVENUE
1513,P2,FOUNTAIN LEASING LLC,LARKSPUR,CA,94920,(415) 279-2528,"$34,640,000",Under $50M,"$1,039,200",Associate 3,,,700 LARKSPUR LANDING CIR
1514,P2,"STORMBREAKER VENTURE GROUP, INC.",ARVADA,CO,80002,(303) 352-2040,"$34,606,978",Under $50M,"$1,038,209",Associate 3,,,6870 W 52ND STREET
1515,P2,ANSID CAPITAL,CHICAGO,IL,60611,(224) 602-5678,"$34,500,000",Under $50M,"$1,035,000",Associate 3,,,875 N MICHIGAN AVENUE
1516,P2,COVIAN CAPITAL GROUP LLC,LA JOLLA,CA,92037,(858) 342-5388,"$34,446,767",Under $50M,"$1,033,403",Associate 3,,,"888 PROSPECT STREET, SUITE 200"
1517,P2,PROGRESSION PARTNERS LLC,SAN FRANCISCO,CA,94115,(347) 609-2006,"$34,432,429",Under $50M,"$1,032,973",Associate 3,,,2021 FILLMORE STREET
